"id_relatorio_gestao","situacao_relatorio_gestao","parecer_relatorio_gestao","id_plano_acao"
212,"DISPONIBILIZADO","Através da inexigibilidade n°08/2020, foram adquiridas 7 unidades da espingarda Pump calibre 12 (19 pol.) da empresa COMPANHIA BRASILEIRA DE CARTUCHOS, totalizando o valor de R$42.729,47 (quarenta e dois mil setecentos e vinte e nove reais e quarenta e sete centavos).
Através da inexigibilidade n°07/2020, foram adquiridas 8 unidades da Carabina .40 da empresa TAURUS ARMAS S.A., totalizando o valor de R$42.605,68 (quarenta e dois mil seiscentos e cinco reais e sessenta e oito centavos).
Através do pregão eletrônico n° E-074/2020, foi adquirido 1 unidade do Drone Semi-profissional com câmera Mavic 2 Zoom da empresa SUPPORT COMERCIAL A SERVICOS EIRELI, totalizando o valor de R$17.700,00 (dezessete mil e setecentos reais).",3430
500,"DISPONIBILIZADO"," Com o recurso recebido, foi adquirido  uma ambulância no valor de R$ 289.900,00. Informamos que o saldo  referente a emenda parlamentar 202030700009 no valor de R$8.002,00
 será utilizado para complementar a aquisição de outros equipamentos em outo plano de ação.",3392
244,"DISPONIBILIZADO","DJR de Oliveira Eireli - NF 86 - R$ 37.468,49, SAÚDE  
LC Tendas Eireli - NF 554 - R$ 15.467,00.SAÚDE ",3455
8205,"EM_ELABORACAO","Com o recurso adquirido, o Município de Barro Alto/GO realizou a aquisição de 01 (um) Rolo compactador liso de solo, com kit de pata, equipado com tambor liso para compactação do solo. ",3418
547,"DISPONIBILIZADO","Contrato, homologação e adjudicação",3428
431,"DISPONIBILIZADO","O objeto proposto foi executado integralmente, sendo, Recapeamento asfáltico em diversas ruas do município, diante disto, foi recapeado os seguintes endereços no bairro Jardim Progresso I: Rua M-22 A, Rua M-21 A e Rua M-20 A. Conforme relatório e documentação em anexo.",3448
295,"DISPONIBILIZADO","Aquisição de concreto betuminoso usinado quente para reparo asfáltico.",3463
422,"DISPONIBILIZADO","Relatório Cumprimento do Objeto

1 - Dados da Contratação
Empresa Contratada: Terramax Construções e Obras Ltda
Número Licitação: 49/2020
Número Contrato: 110/2020
Valor Contratado: R$ 506.912,14

2 – Relatório Consubstanciado da Execução
Ações Programadas: Aquisição de empreitada integral para execução de obra de pavimentação asfáltica na Rua Presidente Castelo Branco, Rua das Camélias e Rua das Acácias do Bairro Três Pinheiros, Rua Santa Catarina do Bairro Santa Inês, Travessa Padre Santo Fortunato Guerra do Bairro Industrial, e Rua Osvaldo Aranha Rua Santo Antônio, Travessa Bento Gonçalves e Travessa Monte Belo do centro, do município de Quilombo/SC, com área total de 11.780,13m², conforme projetos do município, e aplicar recursos da emenda parlamentar 202025690009 de transferência especial.
Ações Executadas: Obra de pavimentação asfáltica na Rua Presidente Castelo Branco, Rua das Camélias e Rua das Acácias do Bairro Três Pinheiros, Rua Santa Catarina do Bairro Santa Inês, Travessa Padre Santo Fortunato Guerra do Bairro Industrial, e Rua Osvaldo Aranha Rua Santo Antônio, Travessa Bento Gonçalves e Travessa Monte Belo do centro, do município de Quilombo/SC, com área total de 11.780,13m², conforme projetos do município, e aplicar recursos da emenda parlamentar 202025690009 de transferência especial.

3 - Benefícios Alcançados: Mobilidade de qualidade à população, maior segurança, incentivo a novos empreendimentos e desenvolvimento econômico e social.
",3499
260,"DISPONIBILIZADO","Execução de Recapeamento Asfáltico",3528
154,"DISPONIBILIZADO","Foram adquiridos equipamentos para monitoramento, visando incremento da segurança pública.
- Câmeras de monitoramento formato DOME 1080p;
- Câmeras de monitoramento formato Bullet 1080p;
- Servidor para armazenamento de imagens em REDE NVR;
- Dispositivo de rede com 48 portas e suporte PoE",3535
434,"DISPONIBILIZADO","Os recursos foram executados na sua totalidade, incluíndo R$ 31,83 de rendimentos em aplicações financeiras, todo o recurso foi utilizado na compra de equipamento ortopédicos, através do Pregão Eletrônico nº 56.",3523
15478,"EM_ELABORACAO","A transferência especial foi utilizada para pavimentação de vias, construção de poços artesianos, aquisição de bombas hidráulicas e guarda corpo.
Valor utilizado - R$ 99.964,22;
Valor repassado pendente de uso - R$ 35,78;
Valor de rendimento em conta - R$ 33,06.",3485
1028,"DISPONIBILIZADO","Objeto executado:
1.1. A presente licitação tem por objeto a contratação de empresa, com fornecimento de material e mão de obra, destinada à construção da estruturação do Centro Esportivo Antônio Trevisan – 2ª Etapa, localizado na rua Sergio de Oliveira Santos, no Loteamento Unical, para a execução de serviços de acessibilidade, cercamento e plantio de grama em placas, perfazendo uma área total de 6.545,80 m².
1.2. As especificações referentes à forma e execução do objeto licitado obedecerão ao constante no respectivo projeto básico, memorial descritivo, planilha orçamentária, cronograma físico-financeiro, quadro de composição do BDI e planilha de encargos sociais, que fazem parte do presente Edital, independentemente de transcrição, bem como o constante na minuta de contrato constante do Anexo I, deste Edital, a ser celebrado com o licitante vencedor.
1.3. O texto do Edital, os anexos, o projeto básico, o memorial descritivo, a planilha orçamentária, o cronograma físico-financeiro, o quadro de composição do BDI e a planilha de encargos sociais estão disponibilizados por arquivo eletrônico no sítio www.pantanogrande.rs.gov.br, página Publicações/Transparência, em Licitações, onde devem ser consultados.
1.4. O licitante vencedor do certame deverá fornecer todos os materiais, equipamentos e mão de obra necessários à execução do objeto licitado.",3491
7636,"DISPONIBILIZADO","pavimentaçaõ asfaltica, guias, sarjetas e galerias de aguas pluviais na Rua Jose Emilio dos Santos no bairro Jardim aLVORADA EM MONTE ALTO/SP",3501
15792,"EM_ELABORACAO","O presente relatório de gestão contem o detalhamento do objeto, assim como detalhamento da execução orçamentária e financeira dos recursos recebidos, de modo a evidenciar o cumprimento do disposto nos incisos I e II do §1º, no inciso III do §2º e no §5º do art. 166-A da Constituição Federal, e é acompanhado das seguintes informações e documentos:


I - documentação relacionada aos procedimentos administrativos vinculados às contratações do objeto, de modo a evidenciar a correção dos procedimentos legais;
II - contratos celebrados, notas de empenho, notas fiscais, recibos, ordens bancárias, extratos da conta corrente de movimentação dos recursos e termos de recebimento de obras, fornecimento e serviços;
III - declaração expressa, assinada pelo responsável do órgão ou entidade pública encarregada da execução do objeto, de que cumpriu as condicionantes estabelecidas nos incisos I e II do §1º, no inciso III do §2º e no §5º do art. 166-A da Constituição Federal.",3427
179,"DISPONIBILIZADO","Conforme documentos em anexo foram utilizado o recurso para as seguintes finalidades, tais como:

1- Construção de uma escultura em concreto armado do Cristo Redentor:

Monumento este que pretende ampliar a visibilidade e auxiliar na construção de uma identidade turística e religiosa para a cidade, que será de grande apreço tendo em vista o aumento de turistas que entrarão em contato com a cidade, comtemplando a escultura, gerando assim, um maior fluxo turístico que beneficiará a cidade na geração de empregos, renda, ou seja, melhorando a economia de uma forma geral.

2- Conservação de estradas vicinais e patrolamento

É de suma importância para a população que as estradas vicinais estejam em boas condições de rolamento, principalmente no que diz respeito aos fatores de melhores condições de tráfego que o município de Gameleira de Goiás/GO almeja. Além da importância econômica, as estradas vicinais proporcionam acesso às áreas rurais mais restritas e permite que a população exerça seu direito de ir e vir conseguindo, assim, desfrutar de serviços de saúde, educação, lazer e do comércio de centros urbanos maiores, são vias de extrema importância para o desenvolvimento do município. A recuperação visa reduzir os custos com melhor escoamento da safra/produção, imprescindível para o funcionamento do sistema viário nacional. Serão beneficiadas as populações das áreas rurais, agricultores e, demais habitantes que trafegam pelas estradas vicinais, o que gerará aumento da produção agrícola e diminuição dos custos do transporte; melhor escoamento da produção agrícola; melhores condições de trafegabilidade; maior aderência; menos buracos e gerando maior conforto aos moradores das comunidades rurais e usuários das estradas.

3- Transformadores;
Com a funcionalidade de levar a carga de energia elétrica até o ponto final em um processo que não se resume apenas a postes e fiação. Trata-se de um equipamento muito importante nos sistemas de transmissão de energia entre a unidade geradora de energia elétrica e o consumidor, ou a fonte e a carga, capazes de converter um valor de tensão em outro, utilizando artifícios de indução eletromagnética

4- Equipamentos para academia ao ar livre;
Todos sabemos que a prática de exercícios físicos é imprescindível para uma vida saudável, mas a maioria das pessoas encontram empecilhos ao longo do caminho para uma vida de qualidade. Por conta disso, a prefeitura de Gameleira de Goiás teve como interesse a aquisição destes equipamentos para a academia ao ar livre que é de demasia importância para ajudar a manter-se em forma e aumentar a qualidade de vida dos gameleirenses, principalmente nos dias atuais que estamos vivendo em detrimento da Covid-19, na qual precisamos evitar ao máximo ambientes fechados.


5- Luminárias e refletores;
Além de estar diretamente ligada à segurança pública no tráfego, a iluminação pública previne a criminalidade, embeleza as áreas urbanas, destaca e valoriza monumentos, prédios e paisagens, facilita a hierarquia viária, orienta percursos e aproveita melhor as áreas de lazer.


6- Mata-burros;
Com a aquisição desses mata-burros, haverá substituição dos que estão em situação precária; garantia de que os produtos produzidos no campo serão transportados e entregues aos compradores; segurança das pessoas que trafegam pelas estradas rurais; aumento da produção agrícola e diminuição dos custos do transporte; melhor escoamento da produção agrícola e, melhores condições de trafegabilidade.

7- Reconstrução de placas de trânsito;
Com a reconstrução das placas de trânsito se dará uma importante ferramenta de comunicação além de grande utilidade para a segurança das pessoas, elas são essenciais para sinalizar, existem vários tipos de placas de sinalização entre eles placas de sinalização de localização, placas de sinalização de advertência, placas de sinalização pedido de atenção, placas de sinalização de segurança e placas de informações sobre serviços, tanto para pedestres quanto para condutores de veículos, as placas de sinalizações de transito são um exemplo de placas de sinalização de segurança.

8- Desenvolvimento de software para gerenciamento da central de atendimento
Com isso agilizando as respostas das solicitações, sendo que a central de atendimento precisa garantir que as ferramentas, processos, pessoal e treinamento sejam mantidos adequadamente para realizar um processo eficaz e eficiente de atendimento de solicitações.

",3511
11354,"DISPONIBILIZADO","Recurso utilizado para Contratação de empresa para prestação de serviços com fornecimento de material para as obras de pavimentação asfáltica, drenagem pluvial e sinalização viária da Rua Luiz Batista, bairro centro, no Município de Porto Belo, em conformidade com a Emenda Parlamentar 2020418850004, pagas através das Notas Fiscais, 360 de 26/07/2021, 363 de 20/08/2021, 372 de 06/10/2021 e 387 de 24/11/21. Total do Contrato nº 015/2021 - PMPB - R$ 266.393,03. Repasse OC 1106/2021 R$ 250.000,00, Contrapartida OC 1107/2021 R$ 16.393,03. Aditivo de Supressão (Glosa final) R$ 2.592,39. Assim sendo, execução total da obra em R$ 263.800,65.  ",3489
715,"DISPONIBILIZADO","Com o presente recurso objetivou-se a aquisição de um caminhão no valor de R$ 190.000,00, sendo usado recurso parcial do que estava disponibilizado. 
Com a sobra de recurso (R$ 10.000,00) mais os rendimentos, houve a aquisição de dois implementos pá concha traseira (2021), posterior aos processos, a conta encontra-se atualmente zerada e todo recurso disponibilizado foi utilizado assim como é descrito na portaria em vigência.",3502
394,"DISPONIBILIZADO","O repasse da presente transferência especial contemplou o investimento na construção de 01 (Um) Sistema Simplificado de Abastecimento de Água Potável na Localidade de Linha Plums, Zona Rural do Município de Herveiras/RS, contemplando em torno de 30 famílias beneficiadas.
A contratação da empresa responsável pela execução da obra objeto do presente investimento se deu após regular processo licitatório, obedecendo todos os ditames legais, inclusive quanto ao princípio da ampla publicidade de seus atos, conforme documentos comprobatórios em anexo.
O investimento totalizou o montante de R$ 209.668,00 (duzentos e nove mil, seiscentos e sessenta e oito reais), sendo destes, R$ 150.000,00 (cento e cinquenta mil reais) oriundos de repasse federal, e R$ 59.668,00 (cinquenta e nove mil, seiscentos e sessenta e oito reais) de contrapartida com recursos próprios do Município, conforme documentos fiscais comprobatórios em anexo.
O investimento encontra-se concluído e plenamente operacional, contribuindo para a melhoria da qualidade de vida das famílias beneficiadas, especialmente no tocante ao acesso à água potável de boa qualidade.",3483
1602,"DISPONIBILIZADO","Objeto Executado da referida emenda: Revitalização da Avenida João Teothonio Moreira Sales Netto com adequação da iluminação publica, implantação de pista de caminhada, sinalização viária, passarela de transposição de móvel.

Em anexo segue:
-  detalhamento da planilha com os fornecedores contratados e valores executados;
 - notas de empenho, notas fiscais, guias de ISSQN e comprovantes de pagamento;
- medições da obra;

Outros documentos aos quais sejam necessário a analise da prestação de contas não foram passíveis de anexar devido ao tamanho máximo permitido pela plataforma ser de apenas 25 megabytes. Porém caso seja necessário, estamos a disposição para eventuais esclarecimentos e envio de mais documentações por outro canal ao qual o concedente solicitar.

O total do investimento realizado foi de R$ 531.765,06.

Importante salientar que na mesma conta bancária ainda consta os pagamentos referentes a mais duas transferencias especiais: Ato 0903-004056
do Deputado Hermes Parcianello e Ato 0903-004092 do Deputado Schiavinato.

Sendo assim, permancemos a disposição para eventuais dúvidas/esclarecimentos e aguardamos a apreciação e aprovação da referida aplicação dos recursos.
",3506
8154,"DISPONIBILIZADO","Drenagem e Pavimentação em lajotas da Rua Pedro Roque Vargas no Bairro Colônia Nova Itália, no município de São João Batista/SC",3497
8715,"DISPONIBILIZADO","Construção da Praça da Orla, no Município de Óbidos/PA",3530
